,n_train,polykernel_degree,n_test,time,algo,tr_regret,tst_regret,reweight,mixture_weight
0,1000,4,1000,4.651384115219116,LS,85.82777534062647,96.44880137485715,,
1,1000,4,1000,9.871238946914673,reweight_LS,96.40489177715126,99.57088347056471,1.0,0.2
2,1000,4,1000,9.574198961257935,reweight_LS,83.8866317467528,89.20802951745932,1.0,0.4
3,1000,4,1000,9.597376108169556,reweight_LS,100.93708762942555,100.40555453924397,1.0,0.6
4,1000,4,1000,9.553025245666504,reweight_LS,198.4062270745976,204.41947015269875,1.0,0.8
5,1000,4,1000,283.3713159561157,SPO,85.47448888477223,96.9470240565285,,
6,1000,4,1000,4.816167116165161,LS,99.70717653724714,98.39829739482494,,
7,1000,4,1000,10.193217277526855,reweight_LS,99.72052073210519,96.20389600500333,1.0,0.2
8,1000,4,1000,9.805074214935303,reweight_LS,84.67993916500585,91.28493824432675,1.0,0.4
9,1000,4,1000,9.822890996932983,reweight_LS,93.80199804682923,95.19817231944118,1.0,0.6
10,1000,4,1000,9.81295394897461,reweight_LS,177.30122050229485,185.50891996262024,1.0,0.8
11,1000,4,1000,290.71893310546875,SPO,98.02453296692951,98.47859447731457,,
12,1000,4,1000,4.677553176879883,LS,99.94325971332651,117.74528174298317,,
13,1000,4,1000,10.03640627861023,reweight_LS,93.11598982213324,116.66577685402531,1.0,0.2
14,1000,4,1000,9.817267179489136,reweight_LS,89.58401076342541,108.20476958209703,1.0,0.4
15,1000,4,1000,9.713846921920776,reweight_LS,84.83303284354056,98.48388310111633,1.0,0.6
16,1000,4,1000,9.610684156417847,reweight_LS,125.99219473859996,132.76433769260504,1.0,0.8
17,1000,4,1000,289.57969188690186,SPO,98.4250078996814,117.1528563345359,,
18,1000,4,1000,4.650834083557129,LS,100.33343623903434,111.32943305475206,,
19,1000,4,1000,9.895477056503296,reweight_LS,97.34067123358528,106.59672096675851,1.0,0.2
20,1000,4,1000,9.506949424743652,reweight_LS,96.56266717782799,102.06524565796133,1.0,0.4
21,1000,4,1000,9.54569935798645,reweight_LS,94.74893896687554,103.76677082511787,1.0,0.6
22,1000,4,1000,9.550802946090698,reweight_LS,176.43911258983076,187.8885035884665,1.0,0.8
23,1000,4,1000,283.24281096458435,SPO,99.58374472888545,110.88803390607974,,
24,1000,4,1000,4.837918996810913,LS,100.74712934524344,101.73011849022795,,
25,1000,4,1000,10.23515796661377,reweight_LS,92.76731973887932,98.60442574805772,1.0,0.2
26,1000,4,1000,9.891950845718384,reweight_LS,101.27051650604542,97.50393329386023,1.0,0.4
